ciclo,ramo,unidad_resp,clave,nombre_actual,nombre_ant,ano_inicio,ano_oper,derecho_bienestar_directo,derecho_bienestar_indirecto,areas_atencion,objetivo,eje_alineado,tema_alineado,indicador_alineado,programa_alineado,sexo,etapa,grupos,ambito,apoyos,modo_apoyos,unidad_territorial,entidades,difinida_pp,medida_pp,cuantific_pp,definida_po,medida_po,cuantific_po,definida_pa,medida_pa,cuantific_pa,cobertura,eficiencia,presupuesto_original,presupuesto_modificado,presupuesto_ejercido
2014,desarrollo social,instituto nacional de las personas adultas mayores,e003,servicios a grupos con necesidades especiales,servicios a grupos con necesidades especiales,2002,2014,bienestar economico,no discriminacion,derechos humanos,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,transitar hacia una sociedad equitativa e incluyente,porcentaje de personas con discapacidad que perciben que en mexico no se respetan sus derechos.,construir una sociedad igualitaria donde exista acceso irrestricto al bienestar social mediante acciones que protejan el ejercicio de los derechos de todas las personas.,ambos,personas adultas mayores,grupos vulnerables,ambos,"atencion medica general, especializada y estudios de laboratorio y gabinete | servicios gerontologicos en unidades especiales (albergues y residencias de dia) | credenciales de afiliacion | desarrollo comunitario | vinculacion productiva (inclusion social) | servicios delegacionales | formacion y educacion | atencion juridica",no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas adultas mayores,11669432,1,personas adultas mayores,11250860.0,1,persona adulta mayor,1002757.0,8.59,8.91,301.16,328.94,328.94
2014,desarrollo social,instituto mexicano de la juventud,e016,generacion y articulacion de politicas publicas integrales de juventud,generacion y articulacion de politicas publicas integrales de juventud,2007,2014,educacion,no discriminacion,becas | concursos | financiamiento para proyectos que incentiven el desarrollo integral del joven,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,transitar hacia una sociedad equitativa e incluyente,"indice de satisfaccion de los jovenes con respecto a su situacion economica, trabajo y estudios",construir una sociedad igualitaria donde exista acceso irrestricto al bienestar social mediante acciones que protejan el ejercicio de los derechos de todas las personas.,ambos,jovenes,jovenes | organizaciones de la sociedad civil,ambos,becas,monetario,nacional,baja california | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tlaxcala | veracruz | yucatan | zacatecas,NA,NA,NA,0,NA,NA,1,personas,NA,NA,NA,243.97,187.69,187.69
2014,desarrollo social,"liconsa, s.a. de c.v.",s052,"programa de abasto social de leche a cargo de liconsa, s.a. de c.v.","programa de abasto social de leche a cargo de liconsa, s.a. de c.v.",1961,2014,alimentacion,bienestar economico,abasto y/o comercializacion de alimentos,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,garantizar el ejercicio efectivo de los derechos sociales para toda la poblacion,poblacion infantil en situacion de malnutricion = {1.1 prevalencia de desnutricion cronica en nioos y nioas menores de 5 aoos; 1.2 prevalencia de anemia en nioos y nioas menores de 5 aoos de edad; 1.3 prevalencia de sobrepeso y obesidad en nioos y nioas de 0-11 aoos de edad},"fortalecer el cumplimiento efectivo de los derechos sociales que potencien las capacidades de las personas en situacion de pobreza, a traves de acciones que incidan positivamente en la alimentacion, la salud y la educacion.",ambos,infancia,grupos vulnerables,ambos,alimentos,no monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,32776200,1,personas,6572292.0,1,personas,6430909.0,19.62,97.85,1128.06,1128.06,1128.06
2014,desarrollo social,"diconsa, s.a. de c.v.",s053,"programa de abasto rural a cargo de diconsa, s.a. de c.v. (diconsa)","programa de abasto rural a cargo de diconsa, s.a. de c.v. (diconsa)",1979,2014,alimentacion,bienestar economico,abasto y/o comercializacion de alimentos,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,garantizar el ejercicio efectivo de los derechos sociales para toda la poblacion,porcentaje de la poblacion con seguridad alimentaria,"fortalecer el cumplimiento efectivo de los derechos sociales que potencien las capacidades de las personas en situacion de pobreza, a traves de acciones que incidan positivamente en la alimentacion, la salud y la educacion.",ambos,toda la poblacion,toda la poblacion,ambos,servicio de abasto de productos basicos y complementarios de calidad,no monetario,localidades de alta y muy alta marginacion,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,localidades,84722,1,localidades,26573.0,1,localidades,15683.0,18.51,59.02,1929.44,2149.44,2149.44
2014,desarrollo social,direccion general de opciones productivas,s054,programa de opciones productivas,programa de opciones productivas,2003,2014,bienestar economico,trabajo,financiamiento para proyectos productivos,promover la generacion de empleos e ingresos dignos,mexico prospero,desarrollar los sectores estrategicos del pais,ingreso promedio de las personas por debajo de la linea de bienestar que tiene como trabajo principal un negocio propio.,mejorar el ingreso de las personas en situacion de pobreza mediante el apoyo y desarrollo de proyectos productivos.,ambos,personas adultas,poblacion en pobreza,rural,financiamiento de proyectos productivos,monetario,localidades de alta y muy alta marginacion,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,6256000,1,personas,6243589.0,1,personas,22809.0,0.36,0.37,429.97,450.45,450.45
2014,desarrollo social,fondo nacional para el fomento de las artesanias,s057,programas del fondo nacional de fomento a las artesanias (fonart),programas del fondo nacional de fomento a las artesanias (fonart),1974,2014,bienestar economico,trabajo,reduccion de la pobreza,reducir la  pobreza,mexico prospero,desarrollar los sectores estrategicos del pais,porcentaje de micronegocios que tuvieron como financiamiento inicial un programa de gobierno y tienen una antigüedad igual o mayor a dos aoos.,mejorar el ingreso de las personas en situacion de pobreza mediante el apoyo y desarrollo de proyectos productivos.,ambos,jovenes | personas adultas | personas adultas mayores,grupos vulnerables,ambos,subsidios,ambos,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,artesanos,667796,1,artesanos,30594.0,1,artesanos,35477.0,5.31,115.96,212.05,204.43,204.43
2014,desarrollo social,unidad de microrregiones,s061,programa 3 x 1 para migrantes,programa 3 x 1 para migrantes,2002,2014,bienestar economico,trabajo,infraestructura social basica,inversion en infraestructura,mexico incluyente,transitar hacia una sociedad equitativa e incluyente,porcentaje de proyectos de los migrantes que son atendidos y se alinean con las agendas de desarrollo comunitario de los actores participantes.,fortalecer la participacion social para impulsar el desarrollo comunitario a traves de esquemas de inclusion productiva y cohesion social.,NA,toda la poblacion,toda la poblacion,ambos,financiamiento de infraestructura,ambos,localidades,aguascalientes | baja california | campeche | chiapas | chihuahua | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,localidades,192245,1,localidades,1300.0,1,localidades,1312.0,0.68,100.92,545.58,528.0,527.85
2014,desarrollo social,direccion general de atencion a grupos prioritarios,s065,programa de atencion a jornaleros agricolas,programa de atencion a jornaleros agricolas,1990,2014,no discriminacion,bienestar economico,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,garantizar el ejercicio efectivo de los derechos sociales para toda la poblacion,porcentaje de la poblacion con seguridad alimentaria,"fortalecer el cumplimiento efectivo de los derechos sociales que potencien las capacidades de las personas en situacion de pobreza, a traves de acciones que incidan positivamente en la alimentacion, la salud y la educacion.",ambos,toda la poblacion,jornaleros agricolas,rural,estimulos economicos,ambos,municipios,baja california | baja california sur | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | veracruz | zacatecas,1,personas,4257812,1,personas,220132.0,1,jornaleros y miembros de su familia.,200728.0,4.71,91.19,312.32,279.6,279.6
2014,desarrollo social,instituto nacional de desarrollo social,s070,programa de coinversion social,programa de coinversion social,1993,2014,no discriminacion,bienestar economico,salud | alimentacion | educacion | medio ambiente | no discriminacion,reducir la pobreza extrema,mexico incluyente,transitar hacia una sociedad equitativa e incluyente,porcentaje de organizaciones de la sociedad civil que participan con acciones de cooperacion para el desarrollo comunitario.,fortalecer la participacion social para impulsar el desarrollo comunitario a traves de esquemas de inclusion productiva y cohesion social.,NA,NA,organizaciones de la sociedad civil | instituciones de educacion superior | centros de investigacion,ambos,financiamiento de proyectos sociales,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,actores sociales,7859,1,actores sociales,5297.0,1,actores sociales,1422.0,18.09,26.85,332.36,328.05,328.04
2014,desarrollo social,dg grupos prioritarios| dg politica ambiental e integracion regional y sectorial| dg de carreteras,s071,programa de empleo temporal (pet),programa de empleo temporal,1997,2014,trabajo,bienestar economico,NA,promover la generacion de empleos e ingresos dignos,mexico prospero,contar con una infraestructura de transporte que se refleje en menores costos para realizar la actividad economica,porcentaje de reduccion en la perdida de ingreso derivada de la perdida temporal del empleo o de la principal fuente de ingreso.,"desarrollar una infraestructura de transporte y logistica multimodal que genere costos competitivos, mejore la seguridad e impulse el desarrollo economico y social.",ambos,personas adultas,desempleados,ambos,estimulos economicos,monetario,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,2140717,1,personas,425376.0,1,personas,801581.0,37.44,188.44,3747.53,5270.41,5268.12
2014,desarrollo social,coordinacion nacional de prospera programa de inclusion social,s072,prospera programa de inclusion social,programa de desarrollo humano oportunidades,1997,2014,alimentacion,educacion,otro: servicios de salud | cobertura de servicios de salud.,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,garantizar el ejercicio efectivo de los derechos sociales para toda la poblacion,porcentaje de la poblacion con seguridad alimentaria,"fortalecer el cumplimiento efectivo de los derechos sociales que potencien las capacidades de las personas en situacion de pobreza, a traves de acciones que incidan positivamente en la alimentacion, la salud y la educacion.",ambos,NA,poblacion en pobreza,ambos,compensacion garantizada al ingreso | becas | capacitacion | servicios de salud | suplementos alimenticios,ambos,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,hogares,11736944,1,hogares,6742811.0,1,familias,6129125.0,52.22,90.9,72652.83,68197.61,68197.61
2014,desarrollo social,coordinacion nacional de prospera programa de inclusion social,s118,programa de apoyo alimentario,programa de apoyo alimentario,2003,2014,alimentacion,bienestar economico,NA,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,garantizar el ejercicio efectivo de los derechos sociales para toda la poblacion,porcentaje de la poblacion con seguridad alimentaria,"fortalecer el cumplimiento efectivo de los derechos sociales que potencien las capacidades de las personas en situacion de pobreza, a traves de acciones que incidan positivamente en la alimentacion, la salud y la educacion.",ambos,NA,poblacion en pobreza,ambos,compensacion garantizada al ingreso,monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,hogares,4689779,1,hogares,1529539.0,1,hogares,943718.0,20.12,61.7,4905.25,6274.33,6271.92
2014,desarrollo social,instituto nacional de desarrollo social,s155,"programa de apoyo a las instancias de mujeres en las entidades federativas, para implementar y ejecutar programas de prevencion de la violencia contra las mujeres","programa de apoyo a las instancias de mujeres en las entidades federativas, para implementar y ejecutar programas de prevencion de la violencia contra las mujeres",2006,2014,no discriminacion,NA,derechos humanos,combatir la discriminacion y proteccion de los derechos humanos,mexico incluyente,transitar hacia una sociedad equitativa e incluyente,porcentaje de mujeres que han sufrido al menos un incidente de violencia a lo largo de su vida en pareja.,construir una sociedad igualitaria donde exista acceso irrestricto al bienestar social mediante acciones que protejan el ejercicio de los derechos de todas las personas.,mujer,NA,mujeres,ambos,servicios de abogados | servicio de psicologos,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,24900000,1,personas,249e5,1,personas,329604.0,1.32,1.32,288.0,275.52,275.43
2014,desarrollo social,direccion general de politicas sociales,s174,programa de estancias infantiles para apoyar a madres trabajadoras,programa de estancias infantiles para apoyar a madres trabajadoras,2007,2014,trabajo,no discriminacion,ambito laboral,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,ampliar el acceso a la seguridad social,"porcentaje de madres y padres solos de 14 aoos y mas sin acceso a seguridad social, con nioas o nioos en edades de 1 a 4 aoos bajo su cuidado, que no hacen uso de los servicios de una guarderia o estancia infantil.",dotar de esquemas de seguridad social que protejan el bienestar socioeconomico de la poblacion en situacion de carencia o pobreza.,ambos,jovenes,grupos vulnerables,ambos,subsidios,monetario,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,3251548,1,personas,891680.0,1,personas,290175.0,8.92,32.54,3682.33,3436.93,3436.92
2014,desarrollo social,direccion general de atencion a grupos prioritarios,s176,pension para adultos mayores,pension para adultos mayores,2007,2014,seguridad social,bienestar economico,derechos humanos,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,ampliar el acceso a la seguridad social,porcentaje de personas de 60 aoos o mas en situacion de pobreza y que presentan carencia por acceso a la seguridad social.,dotar de esquemas de seguridad social que protejan el bienestar socioeconomico de la poblacion en situacion de carencia o pobreza.,ambos,personas adultas mayores,grupos vulnerables,ambos,estimulos economicos,ambos,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,6289174,1,personas,5727077.0,1,personas,5487664.0,87.26,95.82,42225.52,36478.27,36477.89
2014,desarrollo social,unidad de microrregiones,s216,programa para el desarrollo de zonas prioritarias,programa para el desarrollo de zonas prioritarias,2009,2014,vivienda,salud,desarrollo regional,reducir la  pobreza,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,porcentaje de poblacion que padece carencia por calidad y espacios en la vivienda pertenecientes a las zonas de atencion prioritaria rurales,"construir un entorno digno que propicie el desarrollo a traves de la mejora en los servicios basicos, la calidad y espacios de la vivienda y la infraestructura social.",NA,toda la poblacion,localidades de alta y muy alta marginacion,ambos,obra publica,no monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,localidades,97448,1,localidades,3e4,1,localidades,8946.0,9.18,29.82,6883.48,5926.59,5926.5
2014,desarrollo social,subsecretaria de desarrollo social y humano,s241,seguro de vida para jefas de familia,seguro de vida para jefas de familia,2013,2014,bienestar economico,seguridad social,seguridad social,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,ampliar el acceso a la seguridad social,"porcentaje de madres y padres solos de 14 aoos y mas sin acceso a seguridad social, con nioas o nioos en edades de 1 a 4 aoos bajo su cuidado, que no hacen uso de los servicios de una guarderia o estancia infantil.",dotar de esquemas de seguridad social que protejan el bienestar socioeconomico de la poblacion en situacion de carencia o pobreza.,mujer,personas adultas,mujeres,ambos,seguro de vida y/o gastos medicos,no monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,jefas de familia,6271953,1,jefas de familia,6271953.0,1,beneficiarios,NA,NA,NA,1015.18,1010.23,1010.23
2014,desarrollo social,instituto mexicano de la juventud,u008,subsidios a programas para jovenes,subsidios a programas para jovenes,2009,2014,no discriminacion,bienestar economico,financiamiento para proyectos educativos | financiamiento para proyectos productivos,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,transitar hacia una sociedad equitativa e incluyente,"indice de satisfaccion de los jovenes con respecto a su situacion economica, trabajo y estudios",construir una sociedad igualitaria donde exista acceso irrestricto al bienestar social mediante acciones que protejan el ejercicio de los derechos de todas las personas.,ambos,jovenes,dependencias estatales,ambos,financiamiento de proyectos sociales,monetario,entidades federativas | municipios | instituciones publicas de educacion superior,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,instituciones,NA,1,instituciones que integran a los jovenes al desarrollo social,NA,1,instituciones que integran a los jovenes al desarrollo social,250.0,NA,NA,68.02,67.64,67.64
2014,desarrollo social,direccion general de participacion social,u009,comedores comunitarios,programa de comedores comunitarios en el estado de guerrero en el marco de la cruzada contra el hambre,2013,2014,alimentacion,NA,desarrollo regional,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,garantizar el ejercicio efectivo de los derechos sociales para toda la poblacion,porcentaje de la poblacion con seguridad alimentaria,"fortalecer el cumplimiento efectivo de los derechos sociales que potencien las capacidades de las personas en situacion de pobreza, a traves de acciones que incidan positivamente en la alimentacion, la salud y la educacion.",ambos,toda la poblacion,grupos vulnerables,ambos,subsidios,no monetario,zonas de atencion prioritaria (zaps),baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | distrito federal | guerrero | mexico | michoacan de ocampo | nayarit | puebla | quintana roo | sonora | tabasco | tamaulipas | veracruz,1,zonas de atencion prioritaria,15563,1,zonas de atencion prioritaria,5810.0,1,comedores cominitarios,1252.0,NA,NA,1555.5,2020.76,2020.75
2014,turismo,direccion general de desarrollo regional y fomento turistico,s248,programa para el desarrollo regional turistico sustentable,NA,2014,2014,bienestar economico,medio ambiente sano,infraestructura,inversion en infraestructura,mexico prospero,aprovechar el potencial turistico de mexico para generar una mayor derrama economica en el pais,indicador convergencia en derrama economica turistica (icdet),fortalecer las ventajas competitivas de la oferta turistica.,NA,NA,entidades federativas,ambos,financiamiento de infraestructura,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,entidades federativas,32,1,entidades federativas,32.0,1,entidades federativas,32.0,100.0,100.0,1508.54,1409.4,1407.86
2014,consejo nacional de ciencia y tecnologia,"centro de investigacion en alimentacion y desarrollo, a.c.",e001,realizacion de investigacion cientifica y elaboracion de publicaciones,realizacion de investigacion cientifica y elaboracion de publicaciones,2008,2014,educacion,NA,investigacion y desarrollo,promover el desarrollo economico nacional,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,NA,centros  de investigacion,ambos,otro: gasto operativo de cada unidad responsable,monetario,nacional,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,3805.3,3907.52,3907.52
2014,consejo nacional de ciencia y tecnologia,"ciateq, a.c. centro de tecnologia avanzada",e002,desarrollo tecnologico e innovacion y elaboracion de publicaciones,desarrollo tecnologico e innovacion y elaboracion de publicaciones,2008,2014,educacion,NA,investigacion y desarrollo,promover el desarrollo economico nacional,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,NA,centros  de investigacion,ambos,otro: gasto operativo de cada unidad responsable,monetario,nacional,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,1279.4,1295.68,1295.68
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,s190,becas de posgrado y otras modalidades de apoyo a la calidad,becas de posgrado y otras modalidades de apoyo a la calidad,2006,2014,educacion,bienestar economico,becas,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,ambos,personas adultas,estudiantes,ambos,becas,ambos,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,estudiantes,56041,1,estudiantes,56041.0,1,becas o estudiantes,54839.0,97.86,97.86,7840.0,7834.49,7834.49
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,s191,sistema nacional de investigadores,sistema nacional de investigadores,1984,2014,educacion,bienestar economico,promover la calidad de la investigacion,impulsar sectores estrategicos del pais,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,ambos,personas adultas,investigadores | academicos,urbano,estimulos economicos,monetario,nacional y extranjero,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,36344,1,personas,10698.0,1,personas,10045.0,27.64,93.9,3722.0,3564.15,3564.15
2014,consejo nacional de ciencia y tecnologia,consejo nacional de ciencia y tecnologia,s192,"fortalecimiento a nivel sectorial de las capacidades cientificas, tecnologicas y de innovacion","fortalecimiento a nivel sectorial de las capacidades cientificas, tecnologicas y de innovacion",2008,2014,educacion,NA,investigacion y desarrollo,impulsar sectores estrategicos del pais,mexico con educacion de calidad,"hacer del desarrollo cientifico, tecnologico y la innovacion pilares para el progreso economico y social sostenible",gasto en investigacion cientifica y desarrollo experimental (gide) ejecutado por la instituciones de educacion superior (ies) respecto al producto interno bruto (pib),impulsar la educacion cientifica y tecnologica como elemento indispensable para la transformacion de mexico en una sociedad del conocimiento,NA,toda la poblacion,toda la poblacion,ambos,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,"persona fisica, moral o institucion",NA,1,"persona fisica, moral o institucion",NA,1,"persona fisica, moral o institucion",NA,NA,NA,724.0,854.0,854.0
